action,source_ip_entropy,requests_per_min,distinct_resources_touched,is_public_acl,iam_wildcard_permissions,data_transfer_mb,new_role_assumed,off_hours,mfa_present,label,event_id,resource_type,account_id
CopyObject,5.192019355011168,27,4,0,1,426.57721651084364,1,1,0,3,EVT-001611,Lambda,723845
GetCallerIdentity,1.4209581098876258,11,1,0,0,0.9233306496595373,0,0,0,0,EVT-001612,S3,155633
DescribeInstances,3.869936042615197,18,13,0,1,8.110735151080553,1,1,1,2,EVT-001613,S3,769804
CopyObject,5.2024181369035025,39,8,0,1,589.6169551664091,0,0,0,3,EVT-001614,S3,708375
PutObject,1.9589062219898168,9,1,0,0,11.145848694758778,0,0,1,0,EVT-001615,Lambda,208651
PutObjectAcl,2.105552655239455,2,2,0,1,0.14914055604990248,0,0,1,1,EVT-001616,EC2,394488
PutObjectAcl,2.2997471523163537,8,1,1,1,7.002378723770436,0,0,1,1,EVT-001617,EKS,108326
PutBucketPolicy,1.7754183574377493,3,2,0,0,2.293144390589675,0,0,1,0,EVT-001618,IAM,230448
CopyObject,2.261607375572958,6,2,0,0,3.311934032225568,0,0,1,0,EVT-001619,S3,172854
InvokeFunction,1.9530208498910653,3,1,0,0,2.0251409017933546,0,0,1,0,EVT-001620,S3,629057
ListBuckets,1.8121733956110493,7,2,0,0,3.2247940790838046,0,0,1,0,EVT-001621,EKS,124970
GetObject,1.9530066744265282,4,1,0,0,1.199568136748585,0,0,1,0,EVT-001622,IAM,171482
InvokeFunction,2.4647626252186345,10,2,0,0,2.196033093996734,0,1,1,0,EVT-001623,IAM,617987
AttachRolePolicy,2.174257477538418,0,2,0,0,0.4347279891513017,0,1,1,0,EVT-001624,IAM,145583
PutBucketPolicy,1.2282861084087098,3,2,0,0,1.222434309570951,0,1,1,0,EVT-001625,IAM,264233
PutBucketPolicy,2.048471179719785,5,1,0,0,3.988658057843903,0,0,1,0,EVT-001626,S3,436014
InvokeFunction,1.716676593751876,2,1,0,0,4.63503345321884,0,1,1,0,EVT-001627,EC2,142090
GetCallerIdentity,1.522341047389577,7,1,0,0,1.0796680523738342,0,0,1,0,EVT-001628,EC2,220351
GetObject,1.8678168425971855,4,1,0,0,1.1685603787194463,0,0,1,0,EVT-001629,EC2,652855
DescribeInstances,2.5970669261224213,3,1,0,0,1.9947524315665826,0,0,1,0,EVT-001630,Lambda,615787
PutObject,1.6508970166212134,4,1,0,0,2.32068244591417,0,0,1,0,EVT-001631,Lambda,489115
ListBuckets,2.594415557406059,5,1,0,0,0.6571691872647567,0,0,0,0,EVT-001632,IAM,206751
GetCallerIdentity,4.115604131956413,21,10,0,1,6.29301049577574,1,0,0,2,EVT-001633,Lambda,705913
AttachRolePolicy,1.6212297375772458,6,2,0,0,0.7744373990181457,0,0,0,0,EVT-001634,S3,675676
PutObject,1.7411809442365092,8,2,0,0,2.4684999204770266,0,0,1,0,EVT-001635,Lambda,384305
DescribeInstances,2.4603358996608233,2,2,0,0,3.244533534294724,0,0,1,0,EVT-001636,EKS,330782
GetObject,2.183067591180141,7,2,0,0,5.380162331398846,0,1,1,0,EVT-001637,S3,551043
GetObject,2.6729285229261457,8,2,0,0,2.0088720051609235,0,0,0,0,EVT-001638,Lambda,516114
CreateAccessKey,2.6258872086679617,3,1,0,0,2.851507839128363,0,0,1,0,EVT-001639,Lambda,130508
PutObjectAcl,2.4360543557674124,0,2,1,0,7.634888078741406,1,0,0,1,EVT-001640,Lambda,474457
PutObject,1.6889175492676114,4,2,0,0,0.8675652239152216,0,0,1,0,EVT-001641,Lambda,699791
ListBuckets,1.262583625696029,4,2,0,0,1.174075916254297,0,0,1,0,EVT-001642,EC2,507388
GetCallerIdentity,1.551543181037398,4,1,0,0,5.891226066680955,0,0,1,0,EVT-001643,S3,560283
GetCallerIdentity,1.6120527908756235,3,2,0,0,0.014704521888604528,0,0,1,0,EVT-001644,EC2,504704
DescribeInstances,1.9873812927900278,9,2,0,0,10.623281975309247,0,0,1,0,EVT-001645,EC2,301558
GetCallerIdentity,2.4669526261647503,4,1,0,0,0.1878249659756261,0,0,1,0,EVT-001646,IAM,220609
DescribeInstances,2.9738130675396635,2,1,0,0,3.5313871946851947,0,0,1,0,EVT-001647,Lambda,382703
GetObject,2.3066048663472345,4,1,0,0,3.6084290209424736,0,0,1,0,EVT-001648,S3,276170
InvokeFunction,1.2759146715652734,5,1,0,0,3.723745326804054,0,0,1,0,EVT-001649,EKS,193403
GetObject,1.6801412260639514,7,2,0,0,6.899707522332237,0,1,1,0,EVT-001650,IAM,475974
GetCallerIdentity,2.273465601063638,5,2,0,0,2.9178471749652375,0,0,1,0,EVT-001651,EKS,336210
RunInstances,2.5935343225114713,3,2,0,0,15.368021942205253,0,0,1,0,EVT-001652,IAM,516425
ListBuckets,2.6012805656122753,7,1,0,0,3.0683982727239236,0,0,1,0,EVT-001653,EKS,288751
CopyObject,2.14153320965036,3,2,0,0,1.9186086152309199,0,0,1,0,EVT-001654,EKS,227318
PutObjectAcl,2.3648650350596077,2,1,1,1,14.23701654382679,0,1,0,1,EVT-001655,EC2,284481
PutObject,2.4265880238544613,2,1,0,0,0.6029616106403433,0,1,1,0,EVT-001656,EKS,104734
CopyObject,1.594336123143915,3,2,0,0,13.425597778229774,0,1,1,0,EVT-001657,Lambda,562408
AttachRolePolicy,2.2892570826815666,1,2,1,1,7.611848828450269,0,0,1,1,EVT-001658,Lambda,511307
RunInstances,1.7892814175724556,6,2,0,0,10.570206404741558,0,1,1,0,EVT-001659,S3,580849
RunInstances,1.9750342071613662,5,1,0,0,3.8579225013282543,0,0,1,0,EVT-001660,EC2,503495
AssumeRole,1.8017533677561983,3,1,0,0,3.3568324518973247,0,0,1,0,EVT-001661,S3,319652
AssumeRole,1.4420590245325875,2,1,0,0,1.4139267140482012,0,0,1,0,EVT-001662,S3,630356
DescribeInstances,2.133688818906052,9,2,0,0,19.215938735014,0,0,1,0,EVT-001663,S3,169623
DescribeInstances,0.9174649882319668,3,1,0,0,4.478729585510556,0,1,1,0,EVT-001664,IAM,479111
PutBucketPolicy,1.4947223901483124,3,1,0,0,10.557266121079929,0,0,1,0,EVT-001665,Lambda,125999
AssumeRole,4.659844157644322,18,7,0,1,2.5886631845761574,1,0,0,2,EVT-001666,S3,700897
PutObject,1.8262210050255534,4,1,0,0,0.00035925265285413236,0,0,1,0,EVT-001667,Lambda,546584
ListBuckets,2.468723472286012,4,1,0,0,17.74324900765167,0,1,1,0,EVT-001668,EC2,670972
ListBuckets,0.9566346916902104,3,1,0,0,6.04177028410043,0,0,1,0,EVT-001669,IAM,470447
GetObject,2.2198998625528747,5,2,0,0,0.21316093657429983,0,1,1,0,EVT-001670,EKS,161900
PutObject,1.8211369370680213,6,2,0,0,3.20477996719769,0,1,1,0,EVT-001671,Lambda,148447
AssumeRole,2.6490648074100074,1,1,0,0,9.647347043917334,0,0,1,0,EVT-001672,IAM,492081
PutBucketPolicy,2.556190702828747,3,2,0,0,0.4784080051016312,0,0,1,0,EVT-001673,S3,385477
AssumeRole,1.7539170674952853,4,1,0,0,2.6798011953291145,0,0,1,0,EVT-001674,Lambda,154264
GetCallerIdentity,2.2472424596729708,3,2,0,0,13.214823014243041,0,0,1,0,EVT-001675,IAM,468427
DescribeInstances,1.8749498633560224,2,2,0,0,0.6532063706372682,0,0,1,0,EVT-001676,EKS,576254
ListBuckets,1.2724434418436588,1,2,0,0,3.6651966642836746,0,0,1,0,EVT-001677,EC2,482995
AssumeRole,2.860772879406924,5,1,0,0,2.236622194369378,0,0,1,0,EVT-001678,Lambda,316399
GetCallerIdentity,4.831221056526919,25,6,0,1,9.49743334578615,1,1,0,2,EVT-001679,EC2,784788
AssumeRole,4.736453727649168,19,5,0,1,23.04028126973618,0,0,0,2,EVT-001680,EKS,735922
ListBuckets,5.136885173822912,40,5,0,1,416.11952386006254,1,1,1,3,EVT-001681,IAM,753287
RunInstances,2.000499461022792,3,1,0,0,0.9101448365180141,0,0,1,0,EVT-001682,EC2,691646
DescribeInstances,2.102362740041689,7,1,0,0,1.438528352169107,0,0,1,0,EVT-001683,EKS,297616
RunInstances,2.032753692367981,5,2,0,0,7.060026795403386,0,0,1,0,EVT-001684,S3,696739
GetObject,1.747376078119009,7,1,0,0,4.757537444757316,0,0,1,0,EVT-001685,EKS,114827
AssumeRole,2.0034293647361414,1,1,0,0,2.2998236518506614,0,1,1,0,EVT-001686,Lambda,155466
AttachRolePolicy,1.7479781792384401,0,2,0,0,2.648078339177759,0,0,1,0,EVT-001687,EKS,678711
GetCallerIdentity,5.164365188308872,15,9,0,1,3.0833101910483736,0,1,0,2,EVT-001688,Lambda,716434
InvokeFunction,2.2474174175144297,2,1,0,0,1.1409703126304587,0,0,1,0,EVT-001689,S3,178734
PutObject,2.429013345884078,7,2,0,0,0.027785126639617484,0,0,1,0,EVT-001690,IAM,390490
InvokeFunction,3.8350473558441154,30,7,0,0,1041.8644497359726,0,1,0,3,EVT-001691,Lambda,705913
PutBucketPolicy,2.279678692677955,3,1,0,0,16.863600453587622,0,0,1,0,EVT-001692,IAM,501662
GetCallerIdentity,1.3776605252711196,6,1,0,0,8.349740650362282,0,0,1,0,EVT-001693,EKS,189753
ConsoleLogin,1.4646294987035906,10,2,0,0,0.9939243875202675,0,0,1,0,EVT-001694,IAM,200129
AttachRolePolicy,2.3051426037325524,0,1,1,1,0.02013122981068293,0,0,1,1,EVT-001695,EC2,176333
CreateAccessKey,2.9868289365708556,21,9,0,1,9.000250526181256,0,0,1,2,EVT-001696,EC2,791279
GetObject,1.464759686128855,7,1,0,0,0.3491704594355387,0,0,1,0,EVT-001697,IAM,521465
PutBucketAcl,1.76539501241421,3,2,0,0,0.9755516872792412,0,0,1,0,EVT-001698,EC2,508828
DescribeInstances,1.8165039146470248,7,2,0,0,2.3008020546286807,0,0,1,0,EVT-001699,S3,541953
PutObject,1.673306030299687,5,1,0,0,11.049468907560476,0,0,1,0,EVT-001700,S3,224551
DescribeInstances,2.056438152864856,2,1,0,0,0.7077513092081771,0,0,1,0,EVT-001701,EKS,637130
AssumeRole,1.5924485461485305,6,2,0,0,1.4498804197691053,0,0,1,0,EVT-001702,EKS,397378
RunInstances,2.3282286392059603,5,2,0,0,1.5171267743002061,0,0,1,0,EVT-001703,IAM,257091
DescribeInstances,2.024187379246947,5,2,0,0,20.075877227751814,0,0,1,0,EVT-001704,EKS,216157
DescribeInstances,1.6893121683362025,6,2,0,0,1.1345741382799082,0,0,1,0,EVT-001705,EKS,341310
AttachRolePolicy,1.8882973087912325,7,2,0,0,0.9594302639037644,0,0,1,0,EVT-001706,EKS,330069
PutObject,1.6653210697853544,4,1,0,0,4.7869317845208466,0,0,1,0,EVT-001707,EC2,600513
GetCallerIdentity,1.9299406064331266,2,2,0,0,0.6550099732417365,0,0,1,0,EVT-001708,IAM,559528
PutBucketPolicy,1.2411441912464811,2,2,0,0,5.086059683930654,0,0,1,0,EVT-001709,S3,488232
InvokeFunction,2.346145183730758,6,1,0,0,1.753715996246851,0,0,0,0,EVT-001710,S3,116645
CreateAccessKey,2.7993155933365337,6,1,0,0,0.04962869958476238,0,0,1,0,EVT-001711,IAM,380385
ListBuckets,2.499426716233682,7,1,0,0,12.60659679709915,0,0,1,0,EVT-001712,EC2,237076
GetCallerIdentity,2.5749036321744305,4,2,0,0,6.78307781843808,0,0,1,0,EVT-001713,S3,445949
PutBucketAcl,1.343280666579565,4,1,0,0,2.6014726144418026,0,1,1,0,EVT-001714,S3,652823
AttachRolePolicy,1.6677484049011022,7,1,0,0,8.004182425698163,0,0,1,0,EVT-001715,EKS,637519
ConsoleLogin,2.0986412567930146,1,1,0,0,1.9674360833971924,0,1,1,0,EVT-001716,EKS,495353
GetCallerIdentity,4.194260213289428,20,12,0,1,4.886425475892742,1,0,1,2,EVT-001717,Lambda,723845
GetObject,2.1667947792990745,2,1,0,0,2.345150153553432,0,0,1,0,EVT-001718,IAM,224580
DescribeInstances,2.365930580665372,9,1,0,0,7.641243887263302,0,0,1,0,EVT-001719,Lambda,630045
GetCallerIdentity,2.121100681318778,4,2,0,0,34.373598344551304,0,0,1,0,EVT-001720,Lambda,478768
AttachRolePolicy,1.9906522295682183,2,1,0,0,6.492183593271395,0,0,1,0,EVT-001721,EC2,114565
GetCallerIdentity,2.150561828594891,6,2,0,0,3.212581827418041,0,0,1,0,EVT-001722,S3,120152
PutObjectAcl,1.1731456281099675,9,2,0,0,1.0195886700363155,0,1,1,0,EVT-001723,Lambda,626734
DescribeInstances,2.5419472652476154,5,2,0,0,1.4949975754911746,0,0,1,0,EVT-001724,EKS,166373
PutObject,2.088474594136467,3,1,0,0,0.17138827507052973,0,0,1,0,EVT-001725,EKS,568799
PutObject,2.00411469093499,4,1,0,0,7.368659843857376,0,0,1,0,EVT-001726,S3,114293
PutBucketPolicy,1.774013781099169,7,2,0,0,8.301838125006986,0,0,1,0,EVT-001727,EKS,175517
AttachRolePolicy,1.2906574235384347,3,3,1,1,2.9951123319326394,0,0,1,1,EVT-001728,Lambda,105383
AttachRolePolicy,1.9556424176162126,3,3,1,1,1.1794068811940464,0,0,0,1,EVT-001729,IAM,365542
PutObjectAcl,2.0592751385109316,3,3,1,1,2.2146951585996595,0,1,0,1,EVT-001730,EC2,585404
AssumeRole,3.1802894594850413,16,12,0,1,8.044687165735159,1,0,0,2,EVT-001731,Lambda,769804
GetCallerIdentity,1.889876315055178,8,2,0,0,0.8896700520558716,0,1,1,0,EVT-001732,EC2,332598
PutBucketAcl,1.8987375041545957,4,2,0,0,0.05731862170584551,0,0,1,0,EVT-001733,IAM,295205
GetObject,2.6750212157946556,4,1,0,0,1.8149840207313397,0,1,1,0,EVT-001734,S3,618414
ListBuckets,4.832236695149779,21,9,0,1,155.68159045222006,0,1,0,3,EVT-001735,EC2,716434
CreateAccessKey,3.3837891875935737,13,8,0,1,14.070149404561336,1,1,0,2,EVT-001736,S3,717111
GetCallerIdentity,1.7351020722701629,2,2,0,0,1.7618907447583085,0,0,1,0,EVT-001737,EKS,435457
PutObjectAcl,2.079704589094758,1,3,1,1,14.465982555547388,0,1,1,1,EVT-001738,Lambda,497656
ListBuckets,1.3134255618379143,0,2,0,0,9.70401193396563,0,0,1,0,EVT-001739,S3,540305
GetObject,1.7627790831027768,6,1,0,0,16.43119789421601,0,0,1,0,EVT-001740,Lambda,542971
ConsoleLogin,3.044801052623402,1,1,0,0,5.809054494134208,0,0,1,0,EVT-001741,S3,196389
GetObject,2.507798597282436,5,1,0,0,1.1755533814974921,0,0,1,0,EVT-001742,IAM,648378
AssumeRole,2.6121053811651653,5,1,0,0,3.556458251585342,0,0,0,0,EVT-001743,EKS,482183
DescribeInstances,2.1151162780957193,4,1,0,0,3.666165573846298,0,0,1,0,EVT-001744,IAM,287910
PutObject,1.411931257739419,3,2,0,0,11.6596115884788,0,0,1,0,EVT-001745,Lambda,485658
CreateAccessKey,1.8605319087799532,6,2,0,0,1.4701810772852508,0,0,1,0,EVT-001746,EKS,140946
PutBucketAcl,1.4126940878633376,10,1,0,0,2.7326536466736635,0,1,1,0,EVT-001747,IAM,603862
GetCallerIdentity,2.0347521906322297,5,1,0,0,1.712196916082718,0,0,1,0,EVT-001748,IAM,361276
DescribeInstances,2.01185830278105,7,2,0,0,4.391282637739044,0,0,1,0,EVT-001749,S3,135484
PutBucketPolicy,2.636598852408062,2,1,1,0,11.725453082864782,1,0,0,1,EVT-001750,Lambda,663668
PutObject,2.0355707481752168,6,1,0,0,3.146406555537628,0,1,1,0,EVT-001751,EKS,361381
GetObject,1.8742080228012734,3,2,0,0,5.995344637035789,0,0,0,0,EVT-001752,EKS,505319
GetObject,5.102742423747845,35,6,0,0,740.3452554662751,0,1,0,3,EVT-001753,IAM,786551
DescribeInstances,1.6748103901439277,1,1,0,0,11.947305266451668,0,1,1,0,EVT-001754,S3,550013
PutObject,1.9213562074957626,2,2,0,0,4.636325047334983,0,1,1,0,EVT-001755,IAM,121856
ConsoleLogin,2.001287350215111,2,1,0,0,3.0858946969529044,0,0,1,0,EVT-001756,EKS,329102
AssumeRole,2.426274069888019,4,2,0,0,2.468619989431535,0,0,1,0,EVT-001757,EC2,690450
CreateAccessKey,1.9195581381924678,1,2,0,0,1.2124089863461311,0,0,1,0,EVT-001758,Lambda,430104
ListBuckets,2.3662321293250486,3,2,0,0,7.456078822287604,0,1,1,0,EVT-001759,IAM,423955
PutObject,1.8583724762522167,3,1,0,0,19.552418840174084,0,0,1,0,EVT-001760,Lambda,681198
DescribeInstances,2.385173574341556,4,2,0,0,6.208696272148523,0,0,1,0,EVT-001761,S3,337652
GetObject,1.9369905821355242,6,1,0,0,1.5963576588062358,0,0,1,0,EVT-001762,IAM,372246
DescribeInstances,1.1920754815080095,7,1,0,0,0.09047099475245764,0,0,1,0,EVT-001763,S3,396723
RunInstances,2.134931739834309,2,2,0,0,5.8499580105013855,0,1,0,0,EVT-001764,EKS,627580
CreateAccessKey,1.6906206589512864,5,2,0,0,1.9701024654541655,0,0,1,0,EVT-001765,IAM,422275
DescribeInstances,1.7946031302339733,3,2,0,0,3.3712176032329295,0,0,1,0,EVT-001766,EKS,482837
PutObject,1.9387896495175148,4,1,0,0,4.628601237722765,0,0,1,0,EVT-001767,EKS,652132
GetObject,2.3980123113536025,5,2,0,0,26.029873277066255,0,0,1,0,EVT-001768,IAM,216758
CopyObject,5.366976131772015,25,9,0,0,441.45566898850046,0,1,0,3,EVT-001769,S3,723547
RunInstances,1.5700979529457402,5,1,0,0,2.849464050697029,0,0,1,0,EVT-001770,IAM,318182
PutObject,2.2237511348735945,6,1,0,0,5.685004663253917,0,0,1,0,EVT-001771,S3,467810
DescribeInstances,3.9279137875708305,20,5,0,0,2.8437949195199046,0,1,1,2,EVT-001772,IAM,735922
GetCallerIdentity,1.5886522103628007,5,1,0,0,11.43484792431154,0,0,1,0,EVT-001773,EKS,497081
GetCallerIdentity,1.8697207559705085,3,1,0,0,5.194409404933973,0,0,1,0,EVT-001774,Lambda,219717
GetCallerIdentity,2.0347912440571734,4,1,0,0,4.955136657065711,0,1,1,0,EVT-001775,Lambda,168726
CopyObject,1.979765039426628,5,2,0,0,4.356990268389638,0,0,1,0,EVT-001776,IAM,363341
GetCallerIdentity,2.0120756558041135,4,2,0,0,1.2919885191608542,0,0,1,0,EVT-001777,IAM,354428
GetObject,1.5303966695909428,6,2,0,0,4.152451693693715,0,0,1,0,EVT-001778,IAM,290918
ListBuckets,2.3965312873733846,2,1,0,0,28.502637080924416,0,0,1,0,EVT-001779,Lambda,657293
PutBucketAcl,1.6955803048528326,1,1,1,1,2.3345484069087417,0,0,0,1,EVT-001780,S3,220717
PutObjectAcl,1.4145085570215226,3,3,0,0,2.9137658587599473,1,0,0,1,EVT-001781,EC2,557916
PutObject,1.586111603726102,4,2,0,0,3.970978232798909,0,0,1,0,EVT-001782,S3,645375
RunInstances,2.0208732795104765,2,1,0,0,11.271373782391915,0,1,1,0,EVT-001783,Lambda,657613
GetCallerIdentity,5.571462006623136,12,11,0,0,10.22599883431986,1,0,0,2,EVT-001784,EKS,786551
CreateAccessKey,1.9791650938773997,8,2,0,0,1.9031244395156264,0,1,1,0,EVT-001785,EKS,622811
PutBucketAcl,2.5688018479058163,5,1,1,1,1.0570235273166824,1,0,0,1,EVT-001786,EKS,177251
ListBuckets,1.977455559512432,3,1,0,0,0.7773837052034842,0,0,1,0,EVT-001787,IAM,543093
PutBucketAcl,2.4973514985516805,4,2,1,0,8.570062526146408,1,0,0,1,EVT-001788,S3,379859
InvokeFunction,3.6341706521319734,29,4,0,1,78.71060060625078,0,1,0,3,EVT-001789,EKS,708375
GetObject,1.3840624539395794,2,1,0,0,20.249628190945362,0,0,1,0,EVT-001790,IAM,699237
GetObject,1.3628181899708893,3,2,0,0,1.8315548703369195,0,0,1,0,EVT-001791,IAM,414821
RunInstances,1.8704825431159664,8,1,0,0,0.1702421293361112,0,0,1,0,EVT-001792,EKS,204888
PutObjectAcl,2.4096389600522556,2,1,1,1,3.7762399472891044,0,1,1,1,EVT-001793,EC2,156510
PutObjectAcl,2.0667688915763645,2,2,0,1,2.6566557908547064,1,1,1,1,EVT-001794,Lambda,512644
PutBucketPolicy,2.0400642036298824,3,2,0,0,4.474946731455311,0,0,1,0,EVT-001795,EC2,412506
AssumeRole,1.479361059555763,4,1,0,0,2.7719063929388716,0,0,1,0,EVT-001796,IAM,299946
PutObject,1.3507974586149583,3,1,0,0,0.19084966429222885,0,0,1,0,EVT-001797,EC2,327790
ConsoleLogin,1.4318424573784443,2,1,0,0,7.4507675586192335,0,0,1,0,EVT-001798,Lambda,565247
PutObject,1.4412151768995474,2,1,0,0,2.194805429680867,0,1,0,0,EVT-001799,EKS,105383
GetObject,2.4817302417229854,3,1,0,0,2.6598769889289486,0,0,1,0,EVT-001800,IAM,205256
GetCallerIdentity,1.773326497265084,4,2,0,0,12.636830430075749,0,1,1,0,EVT-001801,EKS,165461
AssumeRole,1.4511849681027789,3,2,0,0,0.5043826175514696,0,0,1,0,EVT-001802,Lambda,418215
RunInstances,2.1255632845830212,3,1,0,0,0.2684578585646049,0,0,1,0,EVT-001803,EC2,393061
InvokeFunction,1.9175203911369576,5,2,0,0,0.1969997704784628,0,0,1,0,EVT-001804,S3,567318
PutObject,1.6954565466970495,5,1,0,0,2.032435958921492,0,0,1,0,EVT-001805,S3,165013
PutObject,1.6850990682628395,5,2,0,0,5.7778043082133586,0,0,1,0,EVT-001806,EKS,391997
CopyObject,1.9947490943022874,6,2,0,0,8.658565444175188,0,0,1,0,EVT-001807,EKS,339592
PutBucketPolicy,1.7823490507133668,6,2,1,1,4.330378570414926,0,1,1,1,EVT-001808,Lambda,559899
PutObject,2.0064420292549063,6,2,0,0,3.6003617652546915,0,0,1,0,EVT-001809,IAM,692510
PutBucketPolicy,1.9454132837577807,6,2,1,1,2.375929152330467,0,0,0,1,EVT-001810,EC2,219340
PutObject,2.6748730055192693,6,2,0,0,3.9468019341899057,0,0,1,0,EVT-001811,Lambda,363822
RunInstances,2.0026344624398207,10,1,0,0,15.419475100012798,0,0,1,0,EVT-001812,IAM,412086
ListBuckets,1.4506139657931265,5,1,0,0,3.3742895694521,0,0,1,0,EVT-001813,S3,439104
GetObject,1.8946090999283858,1,1,0,0,8.20982506202748,0,0,1,0,EVT-001814,EKS,231278
ListBuckets,1.1524333270672455,5,1,0,0,3.4152233198059605,0,0,0,0,EVT-001815,EC2,350444
PutBucketAcl,1.3535874338775895,0,1,0,0,0.9802426445259447,0,0,1,0,EVT-001816,Lambda,536278
RunInstances,2.0842138683156985,3,2,0,0,1.4099477611107143,0,1,1,0,EVT-001817,S3,164263
DescribeInstances,1.6853363257637546,5,1,0,0,0.6953450583084997,0,0,1,0,EVT-001818,EKS,543222
PutBucketAcl,2.4496224671707867,7,1,0,0,6.411209717120563,0,0,1,0,EVT-001819,Lambda,585327
PutObject,2.2163262722045327,4,2,0,0,4.817192391104932,0,0,1,0,EVT-001820,EC2,677732
DescribeInstances,2.2119865844897824,4,1,0,0,2.9589658944614463,0,0,1,0,EVT-001821,EKS,540396
DescribeInstances,1.7363716840353987,4,1,0,0,2.365145929481748,0,1,1,0,EVT-001822,EC2,252851
GetObject,1.6691444378589977,1,1,0,0,1.6204210642711716,0,1,1,0,EVT-001823,Lambda,366629
AssumeRole,1.5306726783190416,4,2,0,0,6.895636189867268,0,0,1,0,EVT-001824,IAM,580880
ListBuckets,1.9959748473077736,5,2,0,0,6.005497905272229,0,0,1,0,EVT-001825,IAM,214443
PutObjectAcl,1.414090409742319,3,3,1,0,2.6418763438529766,1,1,0,1,EVT-001826,IAM,544089
InvokeFunction,1.0843420063706266,5,1,0,0,2.7603730144665417,0,0,1,0,EVT-001827,S3,538557
CreateAccessKey,2.1555136942101454,0,1,0,0,5.486723643140926,0,0,0,0,EVT-001828,Lambda,145009
ListBuckets,1.9477418954148502,7,1,0,0,0.5824035034516589,0,0,1,0,EVT-001829,EKS,297600
GetCallerIdentity,3.393718693801443,10,8,0,1,2.0203026407869173,1,1,1,2,EVT-001830,EKS,705913
RunInstances,2.0529450292983507,2,1,0,0,0.5119113310427252,0,0,1,0,EVT-001831,IAM,290650
GetObject,0.9991214601089808,2,1,0,0,8.289833906174358,0,0,1,0,EVT-001832,EKS,392542
CreateAccessKey,4.109890211063568,23,11,0,1,10.622401403495175,0,1,0,2,EVT-001833,IAM,735922
GetObject,5.037914311200892,24,8,0,1,116.85500741670639,1,1,0,3,EVT-001834,IAM,769685
DescribeInstances,1.9926341116638755,5,2,0,0,0.4471623331446664,0,0,1,0,EVT-001835,S3,546151
DeleteTrail,2.222215480822992,7,2,0,0,2.661923993602783,0,0,1,0,EVT-001836,EKS,253316
DescribeInstances,5.240820588245478,22,5,0,1,0.07737129074366217,1,0,0,2,EVT-001837,Lambda,784788
PutBucketPolicy,1.7658485992107826,4,1,0,0,15.323162872623204,0,1,1,0,EVT-001838,IAM,133650
AttachRolePolicy,1.2616484501492704,4,1,0,0,1.4698641095420173,0,0,1,0,EVT-001839,EC2,353048
RunInstances,2.2920268709620806,1,1,0,0,12.416606362894552,0,1,1,0,EVT-001840,S3,662679
AttachRolePolicy,2.194064445018295,7,2,0,0,0.3362765507336602,0,0,1,0,EVT-001841,S3,646978
GetCallerIdentity,1.944928534255967,6,1,0,0,3.6539269889472417,0,0,1,0,EVT-001842,IAM,353219
AssumeRole,1.477334973817499,6,2,0,0,3.4961401497605356,0,0,1,0,EVT-001843,Lambda,279221
PutObject,2.132738563554143,3,2,0,0,3.66574988430222,0,0,1,0,EVT-001844,EC2,322874
DescribeInstances,4.716037669084059,12,12,0,0,7.417008326140025,1,0,0,2,EVT-001845,Lambda,791085
GetCallerIdentity,1.924693049613618,6,2,0,0,3.986090339768223,0,0,1,0,EVT-001846,IAM,332617
RunInstances,2.633463536720471,4,1,0,0,8.503672045003398,0,0,1,0,EVT-001847,EC2,262970
AttachRolePolicy,1.369698729099273,6,2,0,0,3.339416704497131,0,1,1,0,EVT-001848,S3,404568
CreateAccessKey,2.092564581920807,2,2,0,0,1.901558027543298,0,0,1,0,EVT-001849,S3,423307
GetObject,1.8680409029991123,6,1,0,0,3.3358096278557596,0,0,1,0,EVT-001850,IAM,270518
InvokeFunction,2.4710278890057458,4,1,0,0,0.450794105317838,0,0,1,0,EVT-001851,S3,523124
InvokeFunction,1.418995313197232,7,2,0,0,4.995697570384879,0,0,1,0,EVT-001852,Lambda,681248
DescribeInstances,1.8674057117266059,3,1,0,0,5.559257649702247,0,0,1,0,EVT-001853,S3,546569
DescribeInstances,2.064126227297256,4,1,0,0,8.224614472328307,0,1,1,0,EVT-001854,IAM,162803
RunInstances,2.199871726028249,7,1,0,0,2.8567832737013923,0,1,1,0,EVT-001855,S3,359869
PutObject,2.086582817381454,4,2,0,0,3.399341102020391,0,0,1,0,EVT-001856,S3,173669
RunInstances,3.0958016532433223,1,2,0,0,4.0727660315348215,0,0,1,0,EVT-001857,IAM,306701
PutObject,2.1172603684433344,2,2,0,0,2.6945252570594853,0,0,1,0,EVT-001858,S3,477128
GetCallerIdentity,2.158639602099841,1,2,0,0,4.668079031939732,0,0,1,0,EVT-001859,S3,662933
CopyObject,1.845421695109433,3,2,0,0,0.5858721727558763,0,0,1,0,EVT-001860,Lambda,465435
GetObject,1.6317059517236971,2,2,0,0,2.2533896909050366,0,0,0,0,EVT-001861,Lambda,237925
GetCallerIdentity,5.356799593283967,19,12,0,0,2.859292746164531,0,1,0,2,EVT-001862,Lambda,787085
GetObject,2.2548609661241947,6,1,0,0,1.7804724666156113,0,0,1,0,EVT-001863,Lambda,270753
CopyObject,2.116043081507319,4,1,0,0,4.565585685888697,0,0,1,0,EVT-001864,EKS,407481
